cell_set_accession	cell_label	cell_fullname	parent_cell_set_accession	parent_cell_set_name	labelset	cell_ontology_term_id	cell_ontology_term	rationale	rationale_dois	marker_gene_evidence	synonyms	neurotransmitter_accession	neurotransmitter_rationale	neurotransmitter_marker_gene_evidence	neighborhood	Neuronal	Glial	CTX.cluster_label	supertype.markers.combo _within subclass_	supertype.markers.combo	CCF_acronym.freq	sex.bias	cluster.markers.combo _within subclass_	nt.markers	CTX.supertype_label	v2.size	v3.size	cluster.TF.markers.combo	multiome.size	Dark	subclass.markers.combo	Light	anatomical_annotation	CTX.supertype_id	np.markers	CTX.subclass_id	cluster.markers.combo	CTX.subclass_label	CCF_broad.freq	merfish.markers.combo	CTX.size	subclass.tf.markers.combo	nt_type_label	nt_type_combo_label	CTX.cluster_id	CTX.neighborhood_id	F	CTX.neighborhood_label	M
CS20230722_CLUS_4379	4379 PGRN-PARN-MDRN Hoxb5 Glut_5		CS20230722_SUPT_0977	0977 PGRN-PARN-MDRN Hoxb5 Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a6:8.85	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.98	None	Nmu,Hoxb8	Slc17a6:8.85	None	0	17	Hoxb8,Pou4f1,Zim1,Lmx1b	0	0.06	None	0.94	PPN PARN IRN	None	Tac1:8.3,Nmu:5.2,Sst:3	None	Tmem235,6720468P15Rik,Gpr149	None	NA:0.99	Abcc9,Hoxb8,Lama1	None	None	Glut	Glut	None	None	0.59	None	0.41
CS20230722_CLUS_4380	4380 PGRN-PARN-MDRN Hoxb5 Glut_5		CS20230722_SUPT_0977	0977 PGRN-PARN-MDRN Hoxb5 Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a6:8.96,Slc17a8:3.58	Slc17a6|Slc17a8	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.39,SPVI:0.39,NA:0.06	None	Npy,Ebf3	Slc17a6:8.96,Slc17a8:3.58	None	0	26	Tlx3,Pou4f1,Onecut2,Tfap2a,Scx,Hoxb5	0	0.04	None	0.96	PPN PARN IRN	None	Tac1:8.6,Npy:7.7,Penk:6.2,Adcyap1:6.2,Sst:3.5	None	4930469K13Rik,Col14a1,Skor1	None	MY:0.88	Abcc9,Slc17a8,Egln3	None	None	Glut	Glut	None	None	0.81	None	0.19
CS20230722_CLUS_4381	4381 PGRN-PARN-MDRN Hoxb5 Glut_5		CS20230722_SUPT_0977	0977 PGRN-PARN-MDRN Hoxb5 Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a6:8.86	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.15,NTS:0.14,SPVI:0.14,IRN:0.07,NA:0.07,MY:0.06,GRN:0.04,MV:0.03,NLL:0.03,P5:0.03,Acs5:0.01,CENT3:0.01,CU:0.01,I5:0.01	None	B130024G19Rik,Vwa5b1,Sncg,Glra2,Ecel1	Slc17a6:8.86	None	0	32	Hoxc4,Nr2f2,Pou6f2,Ebf3,Tox,L3mbtl4	0	0.03	None	0.97	PPN PARN IRN	None	Adcyap1:5.8,Tac1:3.1	None	Hoxc4,B130024G19Rik,Lncenc1,Tac1	None	MY:0.72,P:0.12	Hoxb3,Lncenc1,Pou6f2,Otof,Ecel1,Adamts2,Epha3,Sema3e,Vwa5b1,Tafa1	None	None	Glut	Glut	None	None	0.5	None	0.5
CS20230722_CLUS_4382	4382 PGRN-PARN-MDRN Hoxb5 Glut_5		CS20230722_SUPT_0977	0977 PGRN-PARN-MDRN Hoxb5 Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a6:8.94,Ddc:3.18	Slc17a6|Ddc	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SPVI:0.47,NTS:0.2,PARN:0.2	None	Ttc6,Glp1r	Slc17a6:8.94,Ddc:3.18	None	0	15	Tfap2a,Lmx1b,Ebf3,Meis2,Nhlh2,Tox	0	0	None	1	PPN PARN IRN	None	Tac1:9.9,Penk:9.1,Cck:7.3,Adcyap1:7.1,Sst:5.2	None	Abcc9,Ttc6,Glp1r	None	MY:1	Abcc9,Ttc6,Kcns3	None	None	Glut	Glut	None	None	0.27	None	0.73
CS20230722_CLUS_4383	4383 PGRN-PARN-MDRN Hoxb5 Glut_5		CS20230722_SUPT_0977	0977 PGRN-PARN-MDRN Hoxb5 Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a6:9	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SPVO:0.46,MY:0.22,PARN:0.22	None	Ccbe1,Prrxl1,Tac1	Slc17a6:9	None	0	9	Prrxl1,L3mbtl4,Ebf2,Meis2,Tshz3,Ebf3	0	0	None	1	PPN PARN IRN	None	Tac1:8.1,Penk:5.1,Crh:3.2	None	Prrxl1,Ccbe1,Dlk1,Tac1	None	MY:0.89	Prrxl1,Ccbe1,Dlk1,Tac1,Ebf3	None	None	Glut	Glut	None	None	0.44	None	0.56
CS20230722_CLUS_4384	4384 PGRN-PARN-MDRN Hoxb5 Glut_5		CS20230722_SUPT_0977	0977 PGRN-PARN-MDRN Hoxb5 Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a6:8.88	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SPVI:0.27,IRN:0.23,PARN:0.23,NTS:0.14	None	Phox2a,Crabp1,Onecut3	Slc17a6:8.88	None	0	24	Phox2a,Lbx1,Tfap2a,Onecut3	0	0.04	None	0.96	IRN	None	Penk:4.5,Adcyap1:4.5,Cartpt:3.5	None	Phox2a,Met,Tfap2a	None	MY:1	Onecut3,Hoxb5,Nr4a2,9330158H04Rik	None	None	Glut	Glut	None	None	0.46	None	0.54
CS20230722_CLUS_4385	4385 PGRN-PARN-MDRN Hoxb5 Glut_6		CS20230722_SUPT_0978	0978 PGRN-PARN-MDRN Hoxb5 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.69,Ddc:4.41	Slc17a6|Ddc	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.19,MY:0.17,NA:0.13,IRN:0.12,SPVI:0.08,rust:0.07,SOCl:0.04,SPVO:0.04	None	Lhx9,Hoxb5	Slc17a6:8.69,Ddc:4.41	None	0	20	Prdm6,Hoxb5,Onecut3	0	0	None	1	PPN PARN IRN	None	Cck:6.6,Tac1:4	None	Prdm6,Npy2r,Hoxb5	None	MY:0.67,NA:0.23	Onecut3,Hoxb5,Lhx2	None	None	Glut	Glut	None	None	0.5	None	0.5
CS20230722_CLUS_4386	4386 PGRN-PARN-MDRN Hoxb5 Glut_6		CS20230722_SUPT_0978	0978 PGRN-PARN-MDRN Hoxb5 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.57	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.41,SPVO:0.2,P:0.17,IRN:0.1	None	Phox2b,Slc10a4	Slc17a6:8.57	None	0	32	Phox2b,Lmx1a	0	0.16	None	0.84	PARN	None	None	None	Phox2b,Lmx1a	None	MY:0.8,P:0.19	Phox2b,Bnc2,Onecut3	None	None	Glut	Glut	None	None	0.31	None	0.69
CS20230722_CLUS_4387	4387 PGRN-PARN-MDRN Hoxb5 Glut_6		CS20230722_SUPT_0978	0978 PGRN-PARN-MDRN Hoxb5 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:9.33	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SPVO:0.7,PARN:0.22	None	Crh	Slc17a6:9.33	None	0	17	Tlx1,Rxrg,Prrxl1,Ebf2,Bcl11a	0	0.12	None	0.88	PPN PARN IRN	None	Crh:5.9,Adcyap1:4.9,Sst:4.3	None	Tlx1,Crh,Mab21l2	None	MY:0.91	Prrxl1,Crh,Ccbe1,Chst9	None	None	Glut	Glut	None	None	0.24	None	0.76
CS20230722_CLUS_4388	4388 PGRN-PARN-MDRN Hoxb5 Glut_6		CS20230722_SUPT_0978	0978 PGRN-PARN-MDRN Hoxb5 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.79	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.58,SPVO:0.12,sptV:0.12	None	Pirt,Tlx1,Serpina3g	Slc17a6:8.79	None	0	42	Tlx1,Pou4f1,Esr1	0	0.02	None	0.98	PPN PARN IRN	None	Tac1:8.8,Penk:6.8,Adcyap1:6	None	Tlx1,Pou4f1,Serpina3g	None	MY:0.81	D130009I18Rik,Irs4,Ndnf,Lhx2,Syt6	None	None	Glut	Glut	None	None	0.33	None	0.67
CS20230722_CLUS_4389	4389 PGRN-PARN-MDRN Hoxb5 Glut_6		CS20230722_SUPT_0978	0978 PGRN-PARN-MDRN Hoxb5 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:9.25,Gad2:5.59,Ddc:3.51	Slc17a6|Gad2|Ddc	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PRNc:0.57,P:0.24	None	Glp1r,Tlx1	Slc17a6:9.25,Gad2:5.59,Ddc:3.51	None	0	11	Tlx1,Zeb2,Zim1,Tshz3	0	0.09	None	0.91	PPN PARN IRN	None	Tac1:5.1	None	Tlx1,Zeb2,Glp1r	None	P:0.95	Pde11a,Zeb2,G630016G05Rik,Sema3c,Bcl11b,Htr1b,Galnt18	None	None	Glut	Glut	None	None	0.09	None	0.91
CS20230722_CLUS_4390	4390 PGRN-PARN-MDRN Hoxb5 Glut_6		CS20230722_SUPT_0978	0978 PGRN-PARN-MDRN Hoxb5 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.45	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.59,SPVO:0.24	None	Cdh1	Slc17a6:8.45	None	0	19	Prdm6,Hoxd3,Onecut3,Maf	0	0	None	1	PPN PARN IRN	None	Cck:6.1	None	Cdh1,Evx1os	None	MY:0.94	Evx2,C1ql1,Maf,Gpr139	None	None	Glut	Glut	None	None	0.53	None	0.47
CS20230722_CLUS_4391	4391 PGRN-PARN-MDRN Hoxb5 Glut_6		CS20230722_SUPT_0978	0978 PGRN-PARN-MDRN Hoxb5 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.85	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PSV:0.3,SPVO:0.24,PARN:0.13,IRN:0.09,P:0.07	None	Tlx1,Tmem132c,Npy1r	Slc17a6:8.85	None	0	18	Tlx1,Pou6f2,Ebf3,Rorb,Prrxl1	0	0.22	None	0.78	MV MRN PSV	None	Adcyap1:4.6,Cck:4	None	Tlx1,Pou6f2,Tmem132c,Prrxl1	None	MY:0.51,P:0.45	Prrxl1,Dlk1,Pvalb,Kcnh8,Tacr1	None	None	Glut	Glut	None	None	0.67	None	0.33
CS20230722_CLUS_4392	4392 PGRN-PARN-MDRN Hoxb5 Glut_6		CS20230722_SUPT_0978	0978 PGRN-PARN-MDRN Hoxb5 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:9.22	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MV:0.22,IRN:0.11,LAV:0.11,PARN:0.11,SPIV:0.11,SUV:0.11,das:0.11	None	Gm27239,Ebf2	Slc17a6:9.22	None	0	22	Onecut3,Lmx1b,Bcl11b,Nr4a2,Shox2	0	0	None	1	MV MRN PSV	None	Adcyap1:4.1	None	Gm27239,Shox2,Dscaml1,Ebf2	None	MY:0.89	Onecut3,Nr4a2,Bcl11b,Shox2,Mab21l2	None	None	Glut	Glut	None	None	0.55	None	0.45
CS20230722_CLUS_4393	4393 PGRN-PARN-MDRN Hoxb5 Glut_6		CS20230722_SUPT_0978	0978 PGRN-PARN-MDRN Hoxb5 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:9.01	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SPVI:0.34,SPVO:0.32,sptV:0.21	None	Slc10a4,Tll1,Shox2	Slc17a6:9.01	None	0	20	Onecut3,Lmx1b,Nr4a2,Shox2,Pou6f2,Tox	0	0.05	None	0.95	MV MRN PSV	None	Adcyap1:7.2,Sst:3.9	None	Onecut3,Slc17a8,Shox2,Met	None	MY:0.76,NA:0.24	Onecut3,Slc17a8,Shox2,Met	None	None	Glut	Glut	None	None	0.25	None	0.75
CS20230722_CLUS_4394	4394 PGRN-PARN-MDRN Hoxb5 Glut_6		CS20230722_SUPT_0978	0978 PGRN-PARN-MDRN Hoxb5 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.62,Gad2:6.08,Slc17a8:4.58	Slc17a6|Gad2|Slc17a8	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PSV:0.7,KF:0.09,P:0.09	None	Gda,Dach2,Cck	Slc17a6:8.62,Gad2:6.08,Slc17a8:4.58	None	0	11	Lmx1b,Onecut2,Meis2,Rorb,Ebf3,Zfp536	0	0.09	None	0.91	MV MRN PSV	None	Cck:7.6,Adcyap1:6.2,Vip:5.1,Penk:3.4	None	Pmfbp1,Lmx1b,Reln,Cck	None	P:0.91	Cbln1,Reln,Onecut2,Gda,Ebf3,Rorb,Syt2,Calb2,Kcnip1	None	None	Glut	Glut	None	None	0.91	None	0.09
CS20230722_CLUS_4395	4395 PGRN-PARN-MDRN Hoxb5 Glut_6		CS20230722_SUPT_0978	0978 PGRN-PARN-MDRN Hoxb5 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.99	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.38,SPVO:0.36,MY:0.11	None	Phox2b,Abca13	Slc17a6:8.99	None	0	21	Phox2b,Onecut2,Irx2,Esr1,Runx2,Irx1	0	0.29	None	0.71	MV GRN IRN	None	None	None	Abca13,Gm765,Dsg2	None	MY:0.99	Phox2b,Onecut2,Dsg2,Dgkk	None	None	Glut	Glut	None	None	0.48	None	0.52
CS20230722_CLUS_4396	4396 PGRN-PARN-MDRN Hoxb5 Glut_6		CS20230722_SUPT_0978	0978 PGRN-PARN-MDRN Hoxb5 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.97,Ddc:3.11	Slc17a6|Ddc	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MV:0.22,PRNc:0.17,icp:0.17,IRN:0.11,P:0.11,PARN:0.06	None	Phox2b,Tlx1	Slc17a6:8.97,Ddc:3.11	None	0	13	Tlx1,Phox2b,Prrxl1	0	0.08	None	0.92	SPIV	None	Tac1:6.3,Penk:3.8	None	Tlx1,Phox2b,Npffr2	None	MY:0.44,P:0.28,NA:0.22	Phox2b,Kazald1,Prrxl1,Cnih3,Ankfn1,Ndst4,G630016G05Rik	None	None	Glut	Glut	None	None	0.38	None	0.62
CS20230722_CLUS_4397	4397 PGRN-PARN-MDRN Hoxb5 Glut_7		CS20230722_SUPT_0979	0979 PGRN-PARN-MDRN Hoxb5 Glut_7	cluster							CS20230722_NEUR_Glut	Slc17a6:9.5	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	IRN:0.4,PARN:0.29,VII:0.09,P:0.08	None	Lhx4,Mecom	Slc17a6:9.5	None	0	19	Mecom,Lhx4	0	0.11	None	0.89	MV GRN IRN	None	None	None	Mecom,Lhx4	None	MY:0.86	Mecom,Shox2,Dgkk	None	None	Glut	Glut	None	None	0.37	None	0.63
CS20230722_CLUS_4398	4398 PGRN-PARN-MDRN Hoxb5 Glut_7		CS20230722_SUPT_0979	0979 PGRN-PARN-MDRN Hoxb5 Glut_7	cluster							CS20230722_NEUR_Glut	Slc17a6:9.27	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.41,GRN:0.17,IRN:0.13,LRNm:0.07,MARN:0.06	None	Nkx6-3,Bnc2	Slc17a6:9.27	None	0	51	Nkx6-3,Bnc2,Vsx2	0	0.12	None	0.88	MV GRN IRN	None	Cck:6.3,Adcyap1:5	None	Nkx6-3,Dlk1	None	MY:0.52,NA:0.43	Vsx2,Bnc2,Hoxb3	None	None	Glut	Glut	None	None	0.63	None	0.37
CS20230722_CLUS_4399	4399 PGRN-PARN-MDRN Hoxb5 Glut_7		CS20230722_SUPT_0979	0979 PGRN-PARN-MDRN Hoxb5 Glut_7	cluster							CS20230722_NEUR_Glut	Slc17a6:9.13	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MRN:0.14,MB:0.1,SCiw:0.09,PAG:0.08,PRNr:0.06,SCdg:0.06,SCig:0.04,PRNc:0.03,APN:0.03,P:0.03,CUN:0.02,RN:0.02,PARN:0.02,ICd:0.02,PB:0.02,SCdw:0.01,ZI:0.01,SUT:0.01	None	BC039966,Npas1,D030068K23Rik,Lhx1os	Slc17a6:9.13	None	12	161	Npas1,Ebf3,Lhx1,Onecut2,Nr2f2,Rorb	0	0.27	None	0.73	MV GRN IRN	None	Adcyap1:3	None	Scn4b,Npas1,Slc17a6,Lhx5	None	MB:0.65,P:0.19	Scn4b,Npas1,Slc17a6,Lhx1,Cgnl1,Lamp5,Zfp536,Nr2f2,Dlk1,Egfem1	None	None	Glut	Glut	None	None	0.53	None	0.47
CS20230722_CLUS_4400	4400 PGRN-PARN-MDRN Hoxb5 Glut_7		CS20230722_SUPT_0979	0979 PGRN-PARN-MDRN Hoxb5 Glut_7	cluster							CS20230722_NEUR_Glut-GABA	Slc17a6:9.02,Gad2:8.68,Slc32a1:3.35	Slc17a6|Gad2|Slc32a1	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MV:0.28,SUV:0.17,PB:0.13,P:0.11,PSV:0.09,LAV:0.08	None	Irx5,Cpa6,Gad2	Slc17a6:9.02,Gad2:8.68,Slc32a1:3.35	None	0	15	Irx3,Lhx1,Uncx,Prdm16,Irx2,Tox3	0	0	None	1	MV GRN IRN	None	Penk:3.1	None	Irx3,Cpa6,Lhx1,Adamts18	None	MY:0.55,P:0.38	Cpa6,Irx2,Lhx1,Slc17a6,Lncenc1,Gad2	None	None	Glut-GABA	Glut-GABA	None	None	0.67	None	0.33
CS20230722_CLUS_4401	4401 PGRN-PARN-MDRN Hoxb5 Glut_7		CS20230722_SUPT_0979	0979 PGRN-PARN-MDRN Hoxb5 Glut_7	cluster							CS20230722_NEUR_Glut	Slc17a6:9.16	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PRNc:0.32,PRNr:0.22,MV:0.07,GRN:0.07,P:0.06,TRN:0.06,IRN:0.03	None	C1ql4,Mab21l1,Otp,Onecut1	Slc17a6:9.16	None	0	77	Evx2,Pax2,Onecut1,Nr2f2,Otp	0	0.1	None	0.9	MV GRN IRN	None	Adcyap1:3.2	None	Evx2,Pax2,Onecut1,Col16a1	None	P:0.72,MY:0.25	Evx2,Otp,Scn4b,Htr1d,Ebf3	None	None	Glut	Glut	None	None	0.62	None	0.38
CS20230722_CLUS_4402	4402 PGRN-PARN-MDRN Hoxb5 Glut_7		CS20230722_SUPT_0979	0979 PGRN-PARN-MDRN Hoxb5 Glut_7	cluster							CS20230722_NEUR_Glut	Slc17a6:9.33	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	GRN:0.15,IRN:0.12,PRNc:0.12,PARN:0.11,MV:0.07,PRNr:0.07,SPVO:0.06,MARN:0.05,P:0.03,MY:0.03	None	Shox2,Hapln1,Hoxd3,Oprm1	Slc17a6:9.33	None	0	67	Hoxd3,Shox2,Mafb,Nfia,Pou6f2,Bcl11a	0	0.24	None	0.76	MV GRN IRN	None	Adcyap1:3.1	None	Gm26633,Hoxd3,Shox2,Mafb	None	MY:0.67,P:0.27	Hoxb3,Shox2,Scn4b,Kcns3,Pvalb,Bcl11b	None	None	Glut	Glut	None	None	0.57	None	0.43
CS20230722_CLUS_4403	4403 PGRN-PARN-MDRN Hoxb5 Glut_7		CS20230722_SUPT_0979	0979 PGRN-PARN-MDRN Hoxb5 Glut_7	cluster							CS20230722_NEUR_Glut	Slc17a6:9.02	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.31,SPVO:0.12,SUT:0.12,P:0.09,PB:0.05,V:0.05,P5:0.04,PSV:0.04	None	Phox2b,Ebf3	Slc17a6:9.02	None	0	54	Phox2b,Onecut3,Bcl11b	0	0.06	None	0.94	MV GRN IRN	None	None	None	Phox2b,Onecut3,Bcl11b	None	MY:0.51,P:0.46	Phox2b,Onecut3,Bcl11b	None	None	Glut	Glut	None	None	0.37	None	0.63
CS20230722_CLUS_4404	4404 PGRN-PARN-MDRN Hoxb5 Glut_7		CS20230722_SUPT_0979	0979 PGRN-PARN-MDRN Hoxb5 Glut_7	cluster							CS20230722_NEUR_Glut	Slc17a6:9.06	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.46,PARN:0.09,IRN:0.07,SPVI:0.06,GRN:0.04,PRNc:0.04,PRNr:0.02,MY:0.02	None	Hoxb6,Scn4b,C1ql3,Lhx1os	Slc17a6:9.06	None	0	90	Hoxb6,Lhx1,Nfia,Meis2,Ebf1,Onecut2	0	0.09	None	0.91	MV GRN IRN	None	Penk:4.6	None	Hoxb6,Scn4b,Sncg,C1ql3	None	NA:0.48,MY:0.39	Hoxb5,Scn4b,C1ql3,Lhx1,Slc17a6,Ighm	None	None	Glut	Glut	None	None	0.52	None	0.48
CS20230722_CLUS_4405	4405 PGRN-PARN-MDRN Hoxb5 Glut_7		CS20230722_SUPT_0979	0979 PGRN-PARN-MDRN Hoxb5 Glut_7	cluster							CS20230722_NEUR_Glut	Slc17a6:9.67	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PRNc:0.38,P:0.32,GRN:0.17	None	C1ql4,Penk,Mab21l2	Slc17a6:9.67	None	0	9	Shox2,Lhx1,Meis1,Ebf3,Meis2,Tshz1	0	0.11	None	0.89	MV GRN IRN	None	Cck:8.2,Penk:7.5	None	C1ql4,Lhx1os,Shox2,Pvalb	None	P:0.72,MY:0.22	C1ql4,Lhx1os,Shox2,Pvalb	None	None	Glut	Glut	None	None	0.22	None	0.78
CS20230722_CLUS_4406	4406 MV-SPIV Slc6a2 Glut_1		CS20230722_SUPT_0980	0980 MV-SPIV Slc6a2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:9.21,Chat:5.24	Slc17a6|Chat	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MV:0.76,MY:0.1	None	Scn7a	Slc17a6:9.21,Chat:5.24	None	0	116	Mecom,Lhx9	0	0.01	None	0.99	MV SPIV	None	Sst:8.3,Cck:5.4,Adcyap1:3.8,Gal:3.2	None	Mecom,Lhx9,Chat	None	MY:0.9	Mecom,Lhx9,Chat	None	None	Glut	Glut	None	None	0.64	None	0.36
CS20230722_CLUS_4407	4407 MV-SPIV Slc6a2 Glut_1		CS20230722_SUPT_0980	0980 MV-SPIV Slc6a2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:9.68,Slc6a2:3.84	Slc17a6|Slc6a2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MV:0.42,SPIV:0.33,V4:0.08	None	Ccbe1	Slc17a6:9.68,Slc6a2:3.84	None	0	97	Barhl1,Hoxb5,Onecut3,Esrrb	0	0.04	None	0.96	MV SPIV	None	Cck:7.4	None	Slc6a2,Piezo2	None	MY:0.85	Barhl1,Hoxb5,Oxtr	None	None	Glut	Glut	None	None	0.51	None	0.49
CS20230722_CLUS_4408	4408 MV-SPIV Slc6a2 Glut_1		CS20230722_SUPT_0980	0980 MV-SPIV Slc6a2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:9.44,Slc6a2:5.37	Slc17a6|Slc6a2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SPIV:0.4,MV:0.37,NOD:0.07	None	Stpg2	Slc17a6:9.44,Slc6a2:5.37	None	0	56	Hoxc5,Barhl1,Rorb,Barhl2	0	0.02	None	0.98	MV SPIV	None	Cck:7.7,Sst:5.8	None	Slc6a2,Vgll3	None	MY:0.82	Slc5a7,Barhl1,Ptger3,Nr2f2,Barhl2	None	None	Glut	Glut	None	None	0.61	None	0.39
CS20230722_CLUS_4409	4409 MV-SPIV Slc6a2 Glut_1		CS20230722_SUPT_0980	0980 MV-SPIV Slc6a2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:9.27,Chat:4.32,Slc6a2:3.86	Slc17a6|Chat|Slc6a2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SPIV:0.43,MV:0.33,MY:0.1	None	C1ql2,Chat	Slc17a6:9.27,Chat:4.32,Slc6a2:3.86	None	0	124	Hoxc5,Barhl1,Zfhx4,Uncx,Hoxd3	0	0	None	1	MV SPIV	None	Sst:6.4,Cck:4.5	None	Slc6a2,C1ql2,Chat	None	MY:0.86	Chat,Barhl1,Hoxb5,Trhr	None	None	Glut	Glut	None	None	0.61	None	0.39
CS20230722_CLUS_4410	4410 MV-SPIV Slc6a2 Glut_1		CS20230722_SUPT_0980	0980 MV-SPIV Slc6a2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:9.04,Chat:3.14	Slc17a6|Chat	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.27,MY:0.22,rust:0.13,NOD:0.11,root:0.11	None	Grp	Slc17a6:9.04,Chat:3.14	None	0	37	Evx2,Hoxa5,Pou6f2,Nhlh2,Lhx9	0	0	None	1	SPIV CU LRNp	None	Sst:7.3	None	Crabp1,Evx2,Grp	None	NA:0.51,MY:0.38	Chat,Grp,Gpr88,Evx2	None	None	Glut	Glut	None	None	0.43	None	0.57
CS20230722_CLUS_4411	4411 MV-SPIV Slc6a2 Glut_1		CS20230722_SUPT_0980	0980 MV-SPIV Slc6a2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:9.76,Chat:3.61	Slc17a6|Chat	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MY:0.33,PARN:0.23,NA:0.13,SPVI:0.05,MV:0.04,NTS:0.04	None	Mafb	Slc17a6:9.76,Chat:3.61	None	0	37	Evx2,Mafb,Hoxa4,Nhlh2,Bcl11a	0	0.05	None	0.95	PARN LRNp	None	Sst:8.9,Crh:3.7	None	Slc18a3,Mafb,Lhx9	None	MY:0.78,NA:0.22	Chat,Evx2,Pappa,C1ql1	None	None	Glut	Glut	None	None	0.49	None	0.51
CS20230722_CLUS_4412	4412 SPVI-SPVC Tlx3 Ebf3 Glut_1		CS20230722_SUPT_0981	0981 SPVI-SPVC Tlx3 Ebf3 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.71,Gad2:3.36	Slc17a6|Gad2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.93	None	Cartpt	Slc17a6:8.71,Gad2:3.36	None	0	101	Hoxb8,Pou4f2,Zic1,Tox3,Ebf3	0	0.11	None	0.89	SPVI SPVC out	None	Cck:9.1,Cartpt:7.9,Tac1:7.4,Adcyap1:4.3	None	Hoxb8,Esm1,Adamts19	None	NA:0.94	Hoxb8,Cartpt,D130009I18Rik	None	None	Glut	Glut	None	None	0.61	None	0.39
